18380 0
-29  10   3  8.69999981e+00  3.50000000e+00 1
-29  11   2  5.30000019e+00  2.25000000e+00 1
-29  11   5  1.67999992e+01  2.10999990e+00 1
-29  12   1  1.77999992e+01  1.51999998e+00 0
-29  12   4  1.92999992e+01  1.51999998e+00 1
-29  13   3  1.73999996e+01  1.62000000e+00 1
-29  13   6  1.43000002e+01  2.25999999e+00 1
-29  14   2  5.90000010e+00  2.38000011e+00 1
-29  14   5  3.40000000e+01  1.89999998e+00 1
-29  15   1  1.58000002e+01  1.64999998e+00 1
-29  15   4  1.62000008e+01  1.76999998e+00 1
-29  15   7  1.48000002e+01  1.95000005e+00 1
-29  16   3  5.30000019e+00  2.21000004e+00 0
-29  16   6  1.55000000e+01  2.47000003e+00 1
-29  17   2  5.30000019e+00  2.31999993e+00 1
-29  17   5  5.19999981e+00  2.18000007e+00 1
-29  18   1  1.38000002e+01  1.53999996e+00 1
-29  18   4  1.68999996e+01  1.60000002e+00 1
-29  19   3  1.15000000e+01  2.19000006e+00 1
-28   6   2  1.38000002e+01  1.80999994e+00 1
-28   7   1  1.36999998e+01  1.62000000e+00 1
-28   7   4  1.16999998e+01  2.54999995e+00 1
-28   8   3  2.51000004e+01  1.27999997e+00 1
-28   8   6  8.80000019e+00  2.32999992e+00 1
-28   9   2  9.10000038e+00  1.90999997e+00 1
-28   9   5  1.05000000e+01  1.98000002e+00 1
-28   9   8  5.69999981e+00  2.39000010e+00 1
-28  10   1  1.41000004e+01  1.73000002e+00 1
-28  10   4  9.30000019e+00  2.10999990e+00 1
-28  10   7  1.70000000e+01  1.29999995e+00 1
-28  11   3  5.09999990e+00  2.08999991e+00 1
-28  11   6  1.33000002e+01  1.42999995e+00 1
-28  11   9  2.21000004e+01  2.13000011e+00 1
-28  12   2  5.40000010e+00  2.16000009e+00 1
-28  12   5  2.21000004e+01  1.26999998e+00 1
-28  12   8  1.98999996e+01  1.37000000e+00 1
-28  12  11  1.18999996e+01  2.69000006e+00 1
-28  13   1  2.42999992e+01  1.42999995e+00 1
-28  13   4  2.21000004e+01  1.25999999e+00 1
-28  13   7  7.40000010e+00  2.15000010e+00 1
-28  13  10  2.87000008e+01  2.33999991e+00 1
-28  14   3  2.38999996e+01  1.25999999e+00 1
-28  14   6  1.16000004e+01  1.49000001e+00 1
-28  14   9  1.56999998e+01  1.49000001e+00 1
-28  15   2  2.38999996e+01  1.36000001e+00 1
-28  15   5  2.47999992e+01  1.32000005e+00 1
-28  15   8  1.53999996e+01  1.38000000e+00 0
-28  15  11  1.67999992e+01  1.88999999e+00 1
-28  16   1  1.82000008e+01  1.20000005e+00 1
-28  16   4  1.18000002e+01  1.76999998e+00 1
-28  16   7  1.91000004e+01  1.36000001e+00 1
-28  16  10  5.80000019e+00  2.40000010e+00 1
-28  17   3  1.41000004e+01  1.38999999e+00 1
-28  17   6  8.30000019e+00  2.13000011e+00 1
-28  17   9  1.36000004e+01  1.75000000e+00 1
-28  18   2  1.82000008e+01  1.53999996e+00 1
-28  18   5  2.07000008e+01  1.32000005e+00 1
-28  18   8  7.59999990e+00  2.27999997e+00 0
-28  19   1  9.30000019e+00  1.75999999e+00 1
-28  19   4  1.41000004e+01  1.53999996e+00 1
-28  19   7  6.09999990e+00  2.19000006e+00 1
-28  20   3  1.68999996e+01  1.63000000e+00 1
-28  20   6  8.69999981e+00  2.45000005e+00 1
-28  21   2  6.50000000e+00  2.39000010e+00 1
-28  21   5  1.43999996e+01  1.65999997e+00 1
-28  22   1  4.69999981e+00  1.96000004e+00 1
-27   4   2  2.20000000e+01  1.25000000e+00 1
-27   4   5  1.86000004e+01  1.77999997e+00 1
-27   5   1  1.73999996e+01  1.21000004e+00 1
-27   5   4  2.12000008e+01  1.13000000e+00 1
-27   5   7  1.50000000e+01  1.78999996e+00 1
-27   6   3  3.01000004e+01  1.25999999e+00 1
-27   6   6  1.00000000e+01  1.51999998e+00 1
-27   6   9  5.19999981e+00  2.20000005e+00 1
-27   7   2  2.02000008e+01  1.27999997e+00 1
-27   7   5  1.80000000e+01  1.11000001e+00 1
-27   7   8  1.51999998e+01  1.13999999e+00 1
-27   7  11  5.50000000e+00  2.16000009e+00 1
-27   8   1  3.34000015e+01  1.41999996e+00 0
-27   8   4  2.93999996e+01  1.34000003e+00 1
-27   8   7  1.11999998e+01  1.74000001e+00 1
-27   8  10  3.79999995e+00  1.78999996e+00 1
-27   9   3  1.82000008e+01  1.25999999e+00 1
-27   9   6  4.40000010e+00  1.90999997e+00 1
-27   9   9  1.38999996e+01  1.45000005e+00 1
-27   9  12  7.09999990e+00  2.38000011e+00 0
-27  10   2  1.46999998e+01  1.32000005e+00 1
-27  10   5  2.90000000e+01  1.36000001e+00 1
-27  10   8  1.58000002e+01  1.33000004e+00 1
-27  10  11  1.92000008e+01  1.25999999e+00 1
-27  11   1  2.93999996e+01  1.45000005e+00 1
-27  11   4  2.17999992e+01  1.28999996e+00 1
-27  11   7  2.82999992e+01  1.37000000e+00 1
-27  11  10  4.02999992e+01  1.75999999e+00 1
-27  11  13  2.22000008e+01  2.72000003e+00 1
-27  12   3  2.47000008e+01  1.27999997e+00 1
-27  12   6  1.61000004e+01  1.39999998e+00 1
-27  12   9  3.50999985e+01  1.54999995e+00 1
-27  12  12  5.59999990e+00  2.15000010e+00 1
-27  13   2  3.37999992e+01  1.47000003e+00 1
-27  13   5  7.19999981e+00  2.20000005e+00 1
-27  13   8  2.67999992e+01  1.38000000e+00 1
-27  13  11  1.62000008e+01  1.38000000e+00 1
-27  13  14  7.30000019e+00  2.48000002e+00 1
-27  14   1  9.60000038e+00  2.38000011e+00 1
-27  14   4  2.23999996e+01  1.37000000e+00 1
-27  14   7  2.12000008e+01  1.27999997e+00 1
-27  14  10  2.22000008e+01  1.28999996e+00 1
-27  14  13  1.53000002e+01  1.55999994e+00 1
-27  15   3  3.70999985e+01  1.54999995e+00 1
-27  15   6  4.44000015e+01  1.87000000e+00 1
-27  15   9  3.07000008e+01  1.39999998e+00 1
-27  15  12  6.69999981e+00  2.33999991e+00 1
-27  16   2  1.92999992e+01  1.50000000e+00 1
-27  16   5  2.88999996e+01  1.32000005e+00 1
-27  16   8  1.96000004e+01  1.30999994e+00 1
-27  16  11  1.90000000e+01  1.33000004e+00 1
-27  17   1  1.33000002e+01  1.47000003e+00 1
-27  17   4  1.53999996e+01  1.39999998e+00 1
-27  17   7  1.83999996e+01  1.25999999e+00 1
-27  17  10  6.30000019e+00  2.06999993e+00 1
-27  17  13  1.10000000e+01  2.00000000e+00 1
-27  18   3  2.47000008e+01  1.50999999e+00 0
-27  18   6  3.24000015e+01  1.51999998e+00 1
-27  18   9  2.52999992e+01  1.32000005e+00 0
-27  18  12  1.18999996e+01  1.87000000e+00 1
-27  19   2  4.30000019e+00  1.83000004e+00 1
-27  19   5  2.58999996e+01  1.29999995e+00 1
-27  19   8  3.80000000e+01  1.67999995e+00 1
-27  19  11  5.30000019e+00  2.25000000e+00 1
-27  20   1  3.59999990e+00  1.60000002e+00 1
-27  20   4  3.05000000e+01  1.42999995e+00 1
-27  20   7  2.47000008e+01  1.34000003e+00 1
-27  20  10  5.30000019e+00  2.29999995e+00 1
-27  21   3  1.43000002e+01  1.40999997e+00 1
-27  21   6  6.80000019e+00  2.24000001e+00 0
-27  21   9  1.96000004e+01  1.35000002e+00 1
-27  22   2  5.59999990e+00  1.80999994e+00 1
-27  22   5  1.28999996e+01  1.75000000e+00 1
-27  22   8  1.26000004e+01  1.88000000e+00 1
-27  23   1  9.80000019e+00  1.79999995e+00 0
-27  23   4  1.58000002e+01  2.30999994e+00 1
-26   1   3  1.67999992e+01  1.62000000e+00 1
-26   2   2  3.27000008e+01  1.53999996e+00 1
-26   2   5  2.06000004e+01  1.48000002e+00 1
-26   3   1  6.19999981e+00  2.19000006e+00 1
-26   3   4  1.73999996e+01  1.22000003e+00 0
-26   3   7  1.33999996e+01  2.03999996e+00 1
-26   4   3  2.90000000e+01  1.22000003e+00 1
-26   4   6  2.13999996e+01  1.28999996e+00 1
-26   4   9  2.11000004e+01  2.01999998e+00 1
-26   5   2  2.02999992e+01  1.09000003e+00 1
-26   5   5  1.33999996e+01  1.25999999e+00 1
-26   5   8  1.53999996e+01  1.15999997e+00 1
-26   5  11  2.57999992e+01  1.70000005e+00 1
-26   6   1  1.87999992e+01  1.22000003e+00 1
-26   6   4  1.92999992e+01  1.11000001e+00 1
-26   6   7  3.55000000e+01  1.37000000e+00 1
-26   6  10  2.36000004e+01  1.09000003e+00 0
-26   6  13  1.62999992e+01  1.50000000e+00 1
-26   7   3  1.46999998e+01  1.32000005e+00 1
-26   7   6  1.28999996e+01  1.44000006e+00 1
-26   7   9  3.07999992e+01  1.34000003e+00 1
-26   7  12  1.92000008e+01  1.11000001e+00 1
-26   8   2  3.72000008e+01  1.45000005e+00 1
-26   8   5  2.15000000e+01  1.13000000e+00 1
-26   8   8  2.07000008e+01  1.21000004e+00 1
-26   8  11  1.13999996e+01  1.34000003e+00 1
-26   8  14  6.00000000e+00  1.87000000e+00 1
-26   9   1  2.45000000e+01  1.36000001e+00 1
-26   9   4  1.78999996e+01  1.29999995e+00 1
-26   9   7  1.00000000e+01  2.17000008e+00 1
-26   9  10  2.36000004e+01  1.32000005e+00 1
-26   9  13  4.19999981e+00  1.83000004e+00 1
-26  10   3  4.84000015e+01  1.92999995e+00 1
-26  10   6  3.75999985e+01  1.58000004e+00 0
-26  10   9  7.69999981e+00  2.31999993e+00 0
-26  10  12  3.13999996e+01  1.41999996e+00 0
-26  10  15  1.38000002e+01  1.51999998e+00 1
-26  11   2  1.83999996e+01  1.13000000e+00 1
-26  11   5  2.67000008e+01  1.27999997e+00 1
-26  11   8  3.80999985e+01  1.55999994e+00 1
-26  11  11  3.10000000e+01  1.44000006e+00 1
